Clave,Nombre,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena
20427,Santa María Petapa,12208,12468,12468,341,10,6,12468,13591,13865,13865,513,9,6.6,13865
20428,Santa María Quiegolani,1314,1350,1350,14,2,4.6,1350,1524,1568,1568,24,1,5.4,1568
20429,Santa María Sola,1318,1342,1342,3,0,4.5,1342,1358,1386,1386,3,0,5,1386
20430,Santa María Tataltepec,278,282,282,2,0,4.4,282,235,239,239,2,0,5,239
20431,Santa María Tecomavaca,1464,1500,1500,67,0,6.9,1500,1589,1611,1611,70,4,7.3,1611
20432,Santa María Temaxcalapa,829,844,844,2,0,5.2,844,891,904,904,6,0,6,904
20433,Santa María Temaxcaltepec,2156,2247,2247,5,0,3.4,2247,2092,2186,2186,9,1,3.8,2186
20434,Santa María Teopoxco,3722,3861,3861,5,2,3.7,3861,3978,4096,4096,9,3,4.4,4096
20435,Santa María Tepantlali,1994,2050,2050,12,0,3.9,2050,3025,3127,3127,11,1,4.2,3127
20436,Santa María Texcatitlán,826,843,843,1,0,4,843,983,1005,1005,0,0,4.9,1005
20437,Santa María Tlahuitoltepec,7742,7920,7920,179,5,5.2,7920,8399,8631,8631,373,14,5.9,8631
20438,Santa María Tlalixtac,1354,1393,1393,10,0,3.7,1393,1544,1571,1571,8,1,4.4,1571
20439,Santa María Tonameca,18170,18679,18679,252,7,4.9,18679,20861,21445,21445,330,41,5.5,21445
20440,Santa María Totolapilla,809,827,827,11,0,4.7,827,817,828,828,16,1,5.4,828
20441,Santa María Xadani,6082,6259,6259,119,3,4.1,6259,6557,6775,6775,173,3,4.7,6775
20442,Santa María Yalina,265,269,269,1,0,4.7,269,323,330,330,9,0,5.6,330
20443,Santa María Yavesía,374,379,379,5,0,6.1,379,408,410,410,5,0,6.5,410
20444,Santa María Yolotepec,380,388,388,2,1,5.6,388,407,414,414,0,0,6.2,414
20445,Santa María Yosoyúa,1121,1150,1150,5,0,5.4,1150,1434,1474,1474,15,0,6.3,1474
20446,Santa María Yucuhiti,5786,5908,5908,67,2,6.2,5908,5839,6002,6002,153,0,6.6,6002
20447,Santa María Zacatepec,11764,12091,12091,137,6,4.6,12091,13139,13470,13470,181,13,5.3,13470
20448,Santa María Zaniza,1447,1507,1507,2,0,4.1,1507,1627,1680,1680,3,0,5,1680
20449,Santa María Zoquitlán,2822,2877,2877,4,2,4.5,2877,3010,3073,3073,23,4,5.1,3073
20450,Santiago Amoltepec,8764,9169,9169,22,0,3.6,9169,9790,10181,10181,65,0,4.2,10181
20451,Santiago Apoala,741,751,751,3,0,3.7,751,955,973,973,2,0,3.9,973
20452,Santiago Apóstol,3432,3503,3503,44,0,4.1,3503,3769,3862,3862,44,1,4.5,3862
20453,Santiago Astata,3236,3306,3306,64,5,6.1,3306,3466,3541,3541,114,5,6.8,3541
20454,Santiago Atitlán,2743,2815,2815,20,0,4.8,2815,2814,2882,2882,23,0,5.3,2882
20455,Santiago Ayuquililla,1928,1984,1984,5,0,4.8,1984,2363,2414,2414,19,0,5.5,2414
20456,Santiago Cacaloxtepec,1321,1353,1353,23,0,4.6,1353,1498,1534,1534,35,2,5.2,1534
20457,Santiago Camotlán,2603,2697,2697,4,0,4.6,2697,3002,3076,3076,27,0,5.4,3076
20458,Santiago Comaltepec,1269,1291,1291,14,0,5.9,1291,1023,1040,1040,20,0,6.2,1040
20459,Santiago Chazumba,3772,3850,3850,172,4,6.4,3850,3987,4062,4062,266,11,7.1,4062
20460,Santiago Choápam,4261,4390,4390,25,3,4.4,4390,4668,4799,4799,46,0,5.1,4799
20461,Santiago del Río,507,513,513,5,0,3.5,513,558,563,563,3,0,3.9,563
20462,Santiago Huajolotitlán,3531,3594,3594,97,7,6.5,3594,3799,3889,3889,165,12,7.2,3889
20463,Santiago Huauclilla,552,565,565,0,0,4.9,565,617,624,624,4,0,5.2,624
20464,Santiago Ihuitlán Plumas,374,382,382,5,0,4.9,382,420,428,428,2,0,5.2,428
20465,Santiago Ixcuintepec,1176,1224,1224,6,0,4.3,1224,1355,1389,1389,7,0,5.2,1389
20466,Santiago Ixtayutla,9589,9941,9941,22,2,3.3,9941,10203,10530,10530,35,1,4.1,10530
20467,Santiago Jamiltepec,15005,15347,15347,490,6,5.9,15347,16299,16638,16638,723,32,6.6,16638
20468,Santiago Jocotepec,10243,10662,10662,50,2,4.3,10662,11536,11900,11900,104,4,4.9,11900
20469,Santiago Juxtlahuaca,28141,28955,28955,587,21,5,28955,27649,28442,28442,763,39,5.5,28442
20470,Santiago Lachiguiri,3894,3986,3986,15,0,4.6,3986,4231,4308,4308,21,0,5.3,4308
20471,Santiago Lalopa,363,372,372,1,0,5,372,447,455,455,3,0,5.9,455
20472,Santiago Laollaga,2478,2520,2520,128,11,6.6,2520,2913,2957,2957,274,13,7.4,2957
20473,Santiago Laxopa,1139,1173,1173,4,0,5.4,1173,1227,1259,1259,10,0,6,1259
20474,Santiago Llano Grande,2712,2777,2777,143,14,6,2777,2913,2979,2979,142,16,6.6,2979
20475,Santiago Matatlán,8049,8217,8217,121,2,4.8,8217,8502,8692,8692,209,4,5.5,8692
20476,Santiago Miltepec,236,243,243,1,0,5.9,243,367,376,376,5,0,6.3,376
20477,Santiago Minas,1339,1370,1370,0,1,3.9,1370,1308,1331,1331,8,0,4.3,1331
20478,Santiago Nacaltepec,1724,1761,1761,2,0,4.7,1761,1766,1792,1792,19,1,5.2,1792
20479,Santiago Nejapilla,181,184,184,0,0,4.1,184,205,206,206,0,0,4.5,206
20480,Santiago Nundiche,765,781,781,3,0,4.6,781,876,889,889,6,0,5.6,889
20481,Santiago Nuyoó,1964,2002,2002,31,0,5.9,2002,1783,1816,1816,39,2,6.5,1816
20482,Santiago Pinotepa Nacional,38797,39750,39750,1924,51,6.4,39750,44006,44988,44988,3050,121,7.1,44988
20483,Santiago Suchilquitongo,7462,7624,7624,355,5,7.3,7624,8431,8611,8611,466,33,7.7,8611
20484,Santiago Tamazola,3409,3500,3500,28,2,4.2,3500,3684,3774,3774,28,1,5.1,3774
20485,Santiago Tapextla,2428,2508,2508,6,0,3.9,2508,2616,2681,2681,16,2,4.8,2681
20486,Villa Tejúpam de la Unión,1913,1946,1946,40,1,6,1946,2168,2225,2225,61,2,6.5,2225
20487,Santiago Tenango,1560,1593,1593,13,0,6.6,1593,1707,1754,1754,31,0,7.1,1754
20488,Santiago Tepetlapa,107,109,109,0,0,4.3,109,117,120,120,0,0,5,120
20489,Santiago Tetepec,4013,4136,4136,33,0,4.7,4136,4305,4416,4416,33,1,5.6,4416
20490,Santiago Texcalcingo,2258,2341,2341,2,0,3.2,2341,2586,2671,2671,1,0,3.9,2671
20491,Santiago Textitlán,3216,3332,3332,26,1,5.8,3332,3445,3563,3563,21,0,6.2,3563
20492,Santiago Tilantongo,2980,3030,3030,34,0,4.7,3030,2814,2887,2887,22,3,5.3,2887
20493,Santiago Tillo,429,435,435,11,0,6.3,435,510,515,515,25,0,7,515
20494,Santiago Tlazoyaltepec,3581,3721,3721,8,0,3.9,3721,4173,4315,4315,13,0,4.7,4315
20495,Santiago Xanica,2383,2481,2481,3,1,3.8,2481,2411,2501,2501,2,0,4.2,2501
20496,Santiago Xiacuí,1489,1522,1522,49,0,6.9,1522,1934,1972,1972,89,2,7.8,1972
20497,Santiago Yaitepec,3085,3199,3199,5,0,2.2,3199,3483,3625,3625,21,3,2.9,3625
20498,Santiago Yaveo,4810,4958,4958,19,1,4.6,4958,5801,5956,5956,54,1,5.3,5956
20499,Santiago Yolomécatl,1682,1715,1715,117,1,7.7,1715,1738,1780,1780,132,8,8.3,1780
20500,Santiago Yosondúa,6258,6404,6404,74,5,5.3,6404,6893,7066,7066,113,9,5.8,7066
20501,Santiago Yucuyachi,671,689,689,0,0,3.7,689,846,862,862,11,0,4.4,862
20502,Santiago Zacatepec,4296,4412,4412,12,0,4.2,4412,4892,4995,4995,34,4,4.4,4995
20503,Santiago Zoochila,395,405,405,5,0,4.2,405,337,343,343,2,0,5.6,343
20504,Nuevo Zoquiápam,1295,1334,1334,3,0,5.8,1334,1418,1464,1464,17,0,6.4,1464
20505,Santo Domingo Ingenio,6622,6752,6752,343,7,6.1,6752,6845,6972,6972,438,9,6.9,6972
20506,Santo Domingo Albarradas,674,688,688,6,0,5,688,709,726,726,5,0,5.5,726
20507,Santo Domingo Armenta,2577,2674,2674,28,2,4.4,2674,2806,2882,2882,31,5,5,2882
20508,Santo Domingo Chihuitán,1253,1274,1274,53,2,6.6,1274,1399,1414,1414,109,4,7.1,1414
20509,Santo Domingo de Morelos,7261,7539,7539,23,2,4.2,7539,8829,9151,9151,87,0,4.5,9151
20510,Santo Domingo Ixcatlán,1421,1444,1444,27,0,7.2,1444,771,785,785,15,0,6.9,785
20511,Santo Domingo Nuxaá,2761,2837,2837,7,0,5.4,2837,3064,3155,3155,6,0,6,3155
20512,Santo Domingo Ozolotepec,825,853,853,2,0,3.6,853,805,820,820,1,0,4,820
20513,Santo Domingo Petapa,6572,6771,6771,99,1,5.1,6771,7364,7539,7539,186,9,5.7,7539
20514,Santo Domingo Roayaga,734,753,753,1,1,4,753,854,878,878,5,0,4.7,878
20515,Santo Domingo Tehuantepec,50018,51238,51238,3245,58,7.3,51238,54540,55713,55713,5001,189,7.9,55713
20516,Santo Domingo Teojomulco,3341,3451,3451,11,1,3.7,3451,3915,4014,4014,35,1,4.8,4014
20517,Santo Domingo Tepuxtepec,3184,3283,3283,16,0,3.4,3283,4464,4591,4591,32,4,4,4591
20518,Santo Domingo Tlatayápam,132,132,132,2,0,5.2,132,136,141,141,2,0,5.7,141
20519,Santo Domingo Tomaltepec,2087,2129,2129,115,1,6.9,2129,2513,2556,2556,170,10,7,2556
20520,Santo Domingo Tonalá,5685,5832,5832,96,2,4.9,5832,6155,6316,6316,106,3,5.3,6316
20521,Santo Domingo Tonaltepec,260,266,266,3,0,4.6,266,250,257,257,2,1,5.3,257
20522,Santo Domingo Xagacía,818,837,837,2,0,4.3,837,1039,1068,1068,3,0,5.2,1068
20523,Santo Domingo Yanhuitlán,1352,1367,1367,88,4,6.9,1367,1435,1453,1453,112,6,7.7,1453
20524,Santo Domingo Yodohino,409,412,412,1,0,4.9,412,341,346,346,2,0,5.2,346
20525,Santo Domingo Zanatepec,9546,9753,9753,297,5,5.6,9753,9937,10147,10147,299,41,6.2,10147
20526,Santos Reyes Nopala,12427,12844,12844,257,8,4.7,12844,13881,14250,14250,339,20,5.3,14250
20527,Santos Reyes Pápalo,2182,2257,2257,1,1,4.1,2257,2350,2416,2416,8,0,4.8,2416
20528,Santos Reyes Tepejillo,984,1001,1001,2,0,3.6,1001,1072,1093,1093,3,0,4.3,1093
20529,Santos Reyes Yucuná,1031,1081,1081,0,0,3.3,1081,1102,1135,1135,0,0,3.8,1135
20530,Santo Tomás Jalieza,2495,2568,2568,46,2,5.8,2568,2959,3022,3022,63,7,6.3,3022
20531,Santo Tomás Mazaltepec,1655,1691,1691,63,2,6.6,1691,2062,2110,2110,117,4,7.2,2110
20532,Santo Tomás Ocotepec,3258,3352,3352,9,0,4.6,3352,3575,3652,3652,35,1,5.5,3652
20533,Santo Tomás Tamazulapan,1612,1652,1652,9,0,5.3,1652,1930,1976,1976,39,1,5.9,1976
20534,San Vicente Coatlán,2840,2938,2938,0,0,4.1,2938,3368,3483,3483,3,1,4.3,3483
20535,San Vicente Lachixío,2686,2769,2769,3,0,4.9,2769,2520,2588,2588,8,1,5.2,2588
20536,San Vicente Nuñú,428,437,437,11,0,5.4,437,460,465,465,17,0,6.2,465
20537,Silacayoápam,5793,5913,5913,99,5,4.6,5913,6004,6135,6135,118,9,5.2,6135
20538,Sitio de Xitlapehua,596,618,618,1,0,5,618,619,632,632,7,0,5.2,632
20539,Soledad Etla,3641,3733,3733,253,2,8,3733,4475,4563,4563,358,17,8.6,4563
20540,Villa de Tamazulápam del Progreso,5753,5874,5874,576,32,7.8,5874,6186,6347,6347,660,51,8.3,6347
20541,Tanetze de Zaragoza,1370,1392,1392,10,0,5.3,1392,1556,1587,1587,29,1,5.9,1587
20542,Taniche,663,676,676,5,0,4.5,676,675,689,689,8,0,4.8,689
20543,Tataltepec de Valdés,4598,4742,4742,20,5,4.3,4742,4893,5032,5032,40,5,4.8,5032
20544,Teococuilco de Marcos Pérez,1130,1152,1152,11,0,5.4,1152,995,1015,1015,10,0,5.7,1015
20545,Teotitlán de Flores Magón,7377,7562,7562,563,17,7.7,7562,7878,8068,8068,734,35,8.2,8068
20546,Teotitlán del Valle,4960,5057,5057,153,2,5.9,5057,5123,5219,5219,186,2,6.3,5219
20547,Teotongo,833,847,847,23,0,5.3,847,853,873,873,42,1,6.1,873
20548,Tepelmeme Villa de Morelos,1226,1259,1259,6,0,5.2,1259,1505,1540,1540,18,0,5.7,1540
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",9730,9959,9959,109,4,4.7,9959,10118,10330,10330,143,9,5.1,10330
20550,San Jerónimo Tlacochahuaya,4155,4241,4241,219,8,6.7,4241,4458,4548,4548,273,22,7.2,4548
20551,Tlacolula de Matamoros,13534,13827,13827,1068,27,7.1,13827,17206,17602,17602,1644,71,7.8,17602
20552,Tlacotepec Plumas,414,424,424,7,0,5.4,424,448,461,461,4,1,6,461
20553,Tlalixtac de Cabrera,7284,7482,7482,714,46,7.7,7482,8436,8610,8610,1013,95,8.4,8610
20554,Totontepec Villa de Morelos,4202,4305,4305,25,4,4.3,4305,4903,5018,5018,42,6,4.8,5018
20555,Trinidad Zaachila,2537,2580,2580,58,0,5.9,2580,2404,2445,2445,101,1,6.5,2445
20556,La Trinidad Vista Hermosa,212,216,216,6,0,5.2,216,220,226,226,13,0,6.1,226
20557,Unión Hidalgo,11637,11866,11866,1160,15,7.3,11866,12610,12830,12830,1576,30,8,12830
20558,Valerio Trujano,1330,1362,1362,33,2,6.3,1362,1374,1417,1417,43,0,6.7,1417
20559,San Juan Bautista Valle Nacional,18611,19085,19085,496,11,5.6,19085,20094,20553,20553,776,19,6.4,20553
20560,Villa Díaz Ordaz,5180,5281,5281,45,0,4.9,5281,5503,5613,5613,53,6,5.3,5613
20561,Yaxe,2061,2126,2126,1,0,5.3,2126,2346,2409,2409,6,0,5.9,2409
20562,Magdalena Yodocono de Porfirio Díaz,1060,1082,1082,24,0,6.1,1082,1280,1309,1309,30,0,6.7,1309
20563,Yogana,1062,1084,1084,1,0,2.4,1084,1189,1199,1199,4,0,3.3,1199
20564,Yutanduchi de Guerrero,1056,1072,1072,4,0,5,1072,1146,1171,1171,6,0,5.5,1171
20565,Villa de Zaachila,24099,24699,24699,1449,59,7.2,24699,29615,30364,30364,2808,110,8,30364
20566,San Mateo Yucutindó,2847,2942,2942,7,0,4.6,2942,2662,2727,2727,23,2,5.1,2727
20567,Zapotitlán Lagunas,2724,2785,2785,9,2,3.5,2785,2719,2781,2781,15,0,4,2781
20568,Zapotitlán Palmas,1221,1251,1251,8,0,4.5,1251,1340,1381,1381,15,0,5.1,1381
20569,Santa Inés de Zaragoza,1464,1493,1493,4,0,5.1,1493,1509,1542,1542,12,0,5.6,1542
20570,Zimatlán de Álvarez,15918,16294,16294,1047,13,6.8,16294,17003,17409,17409,1399,50,7.5,17409
20901,Silacayoapam,,,,,,,,,,,,,,
20902,Huajuapam,,,,,,,,,,,,,,
20903,Coixtlahuaca,,,,,,,,,,,,,,
20904,Teotitlán,,,,,,,,,,,,,,
20905,Cuicatlán,,,,,,,,,,,,,,
20906,Tuxtepec,,,,,,,,,,,,,,
20907,Choapam,,,,,,,,,,,,,,
20908,Juxtlahuaca,,,,,,,,,,,,,,
20909,Teposcolula,,,,,,,,,,,,,,
20910,Nochixtlán,,,,,,,,,,,,,,
20911,Etla,,,,,,,,,,,,,,
20912,Benemerito Distrito de Ixtlán de Juárez,,,,,,,,,,,,,,
20913,Villa Alta,,,,,,,,,,,,,,
20914,Mixe,,,,,,,,,,,,,,
20915,Putla,,,,,,,,,,,,,,
20916,Tlaxiaco,,,,,,,,,,,,,,
20917,Zaachila,,,,,,,,,,,,,,
20918,Zimatlán,,,,,,,,,,,,,,
20919,Centro,,,,,,,,,,,,,,
20920,Tlacolula,,,,,,,,,,,,,,
20921,Jamiltepec,,,,,,,,,,,,,,
20922,Juquila,,,,,,,,,,,,,,
20923,Sola de Vega,,,,,,,,,,,,,,
20924,Ejutla,,,,,,,,,,,,,,
20925,Ocotlán,,,,,,,,,,,,,,
20926,Miahuatlán,,,,,,,,,,,,,,
20927,Yautepec,,,,,,,,,,,,,,
20928,Tehuantepec,,,,,,,,,,,,,,
20929,Juchitán,,,,,,,,,,,,,,
20930,Pochutla,,,,,,,,,,,,,,
20996,No especificado,,,,,,,,,,,,,,
20997,Otros estados,,,,,,,,,,,,,,
21001,Acajete,44536,46033,46033,840,12,5.6,46033,51355,52919,52919,1358,37,6.3,52919
21002,Acateno,7388,7565,7565,124,8,5.6,7565,7931,8111,8111,154,11,6,8111
21003,Acatlán,28115,28821,28821,2146,92,7.1,28821,29741,30399,30399,2549,158,7.6,30399
21004,Acatzingo,37926,39242,39242,1330,23,6.1,39242,43878,45182,45182,1675,52,6.6,45182
21005,Acteopan,2636,2699,2699,0,0,4.5,2699,2632,2671,2671,11,0,5,2671
21006,Ahuacatlán,11720,12031,12031,111,2,3.8,12031,12817,13151,13151,168,8,4.7,13151
21007,Ahuatlán,2972,3031,3031,17,0,4.7,3031,2984,3065,3065,13,0,5.2,3065
21008,Ahuazotepec,8199,8405,8405,201,6,6.6,8405,9031,9278,9278,283,9,7.2,9278
21009,Ahuehuetitla,1790,1819,1819,63,0,5.1,1819,1795,1829,1829,70,4,5.9,1829
21010,Ajalpan,45459,46921,46921,776,23,4.6,46921,51602,53106,53106,1178,55,5.3,53106
21011,Albino Zertuche,1554,1590,1590,10,1,5.3,1590,1524,1550,1550,10,0,5.4,1550
21012,Aljojuca,5351,5467,5467,108,0,5.5,5467,5607,5704,5704,152,2,6.2,5704
21013,Altepexi,14953,15342,15342,413,6,5.4,15342,16477,16866,16866,569,12,5.9,16866
21014,Amixtlán,4255,4397,4397,50,14,4.1,4397,4432,4545,4545,108,6,4.9,4545
21015,Amozoc,65692,67693,67693,3380,78,7.5,67693,87075,89468,89468,5764,299,8.1,89468
21016,Aquixtla,6357,6534,6534,72,1,5.1,6534,6880,7044,7044,123,7,5.8,7044
21017,Atempan,18401,18963,18963,601,18,5.5,18963,21515,22163,22163,731,54,6.2,22163
21018,Atexcal,3100,3180,3180,22,3,5.2,3180,3248,3314,3314,60,4,5.9,3314
21019,Atlixco,103569,106304,106304,8648,423,7.7,106304,111595,114132,114132,11448,762,8.3,114132
21020,Atoyatempan,5215,5373,5373,136,1,6,5373,5457,5605,5605,157,6,6.6,5605
21021,Atzala,1053,1084,1084,21,1,5.9,1084,1081,1103,1103,28,2,6.7,1103
21022,Atzitzihuacán,9612,9869,9869,50,2,5.2,9869,10289,10538,10538,59,1,5.5,10538
21023,Atzitzintla,6751,6961,6961,30,1,4.5,6961,7252,7447,7447,51,1,5.1,7447
21024,Axutla,852,869,869,15,0,4.1,869,818,826,826,13,0,4.8,826
21025,Ayotoxco de Guerrero,6872,7034,7034,221,7,5.9,7034,7168,7353,7353,310,33,6.7,7353
21026,Calpan,11604,11903,11903,163,3,5.2,11903,12169,12451,12451,271,12,6,12451
21027,Caltepec,3992,4071,4071,20,0,4.8,4071,3755,3848,3848,31,2,5.4,3848
21028,Camocuautla,1813,1876,1876,5,0,3.7,1876,2138,2200,2200,7,1,4.5,2200
21029,Caxhuacan,3386,3462,3462,167,8,5.7,3462,3427,3482,3482,232,5,6.2,3482
21030,Coatepec,648,657,657,1,0,4,657,688,698,698,8,0,5,698
21031,Coatzingo,2710,2764,2764,12,0,4.1,2764,2616,2670,2670,15,0,4.6,2670
21032,Cohetzala,1245,1259,1259,12,2,4.7,1259,1120,1143,1143,14,2,5.4,1143
21033,Cohuecan,3982,4074,4074,38,0,6.5,4074,4237,4314,4314,69,0,6.9,4314
21034,Coronango,25862,26613,26613,808,19,6.9,26613,29896,30567,30567,1442,97,7.7,30567
21035,Coxcatlán,17183,17606,17606,634,14,6.6,17606,17323,17741,17741,794,39,7.2,17741
21036,Coyomeapan,10342,10725,10725,21,1,3.5,10725,11923,12317,12317,48,5,4.2,12317
21037,Coyotepec,1998,2034,2034,121,7,5.7,2034,2110,2146,2146,167,5,6.3,2146
21038,Cuapiaxtla de Madero,5927,6088,6088,114,1,6.3,6088,7382,7603,7603,160,2,6.7,7603
21039,Cuautempan,7351,7549,7549,162,6,5.1,7549,8071,8271,8271,244,6,5.7,8271
21040,Cuautinchán,6441,6656,6656,72,2,5.8,6656,8129,8357,8357,144,8,6.4,8357
21041,Cuautlancingo,46877,48116,48116,3662,139,8.6,48116,68031,69711,69711,8267,703,9.6,69711
21042,Cuayuca de Andrade,2826,2885,2885,12,4,4.8,2885,2738,2801,2801,42,6,5.6,2801
21043,Cuetzalan del Progreso,39235,40299,40299,1096,44,5.6,40299,41302,42359,42359,1707,93,6.2,42359
21044,Cuyoaco,12329,12663,12663,215,7,6,12663,13235,13595,13595,327,13,6.6,13595
21045,Chalchicomula de Sesma,35156,36033,36033,1805,63,6.5,36033,38613,39516,39516,2644,108,7.1,39516
21046,Chapulco,5170,5348,5348,73,1,5.7,5348,5918,6090,6090,110,7,6.2,6090
21047,Chiautla,16137,16555,16555,930,70,6.4,16555,16715,17111,17111,1207,105,7.1,17111
21048,Chiautzingo,14806,15214,15214,295,9,6.8,15214,16497,16898,16898,392,15,7.3,16898
21049,Chiconcuautla,11030,11418,11418,27,0,3.2,11418,13177,13590,13590,52,1,3.9,13590
21050,Chichiquila,18571,19340,19340,28,1,3.6,19340,20236,20958,20958,91,9,4.3,20958
21051,Chietla,28834,29524,29524,1019,76,6.2,29524,30043,30699,30699,1256,75,6.8,30699
21052,Chigmecatitlán,1021,1045,1045,10,1,4.3,1045,1118,1137,1137,13,0,4.8,1137
21053,Chignahuapan,44270,45407,45407,1297,69,6,45407,50340,51569,51569,2118,117,6.7,51569
21054,Chignautla,21505,22226,22226,339,8,5,22226,25647,26447,26447,691,24,6,26447
21055,Chila,3991,4083,4083,94,7,5.4,4083,4114,4205,4205,125,10,6,4205
21056,Chila de la Sal,1149,1168,1168,12,1,4.7,1168,1114,1128,1128,13,3,4.9,1128
21057,Honey,5672,5831,5831,34,2,4.5,5831,6397,6569,6569,76,5,5.4,6569
21058,Chilchotla,15241,15788,15788,38,3,3.4,15788,16208,16700,16700,94,4,4.2,16700
21059,Chinantla,1979,2020,2020,71,3,5.4,2020,2162,2222,2222,84,10,6.3,2222
21060,Domingo Arenas,4693,4870,4870,55,4,5.4,4870,6041,6224,6224,83,5,6,6224
21061,Eloxochitlán,9211,9508,9508,12,0,3.5,9508,10607,10944,10944,38,4,4.2,10944
21062,Epatlán,3757,3849,3849,86,3,5.6,3849,4053,4141,4141,127,4,6.3,4141
21063,Esperanza,11402,11732,11732,250,9,6.1,11732,12048,12354,12354,386,23,6.6,12354
21064,Francisco Z. Mena,14277,14587,14587,322,13,5.8,14587,14591,14872,14872,348,31,6.5,14872
21065,General Felipe Ángeles,14731,15164,15164,135,2,4.9,15164,16206,16669,16669,201,3,5.5,16669
21066,Guadalupe,5664,5794,5794,56,1,4.4,5794,5602,5715,5715,72,9,5,5715
21067,Guadalupe Victoria,12773,13157,13157,269,14,5.5,13157,14316,14710,14710,438,16,6.2,14710
21068,Hermenegildo Galeana,6547,6715,6715,63,1,4.1,6715,6765,6949,6949,102,5,4.7,6949
21069,Huaquechula,22049,22664,22664,296,4,5.2,22664,22449,22949,22949,490,23,5.8,22949
21070,Huatlatlauca,5745,5894,5894,44,0,4,5894,5928,6062,6062,56,3,4.7,6062
21071,Huauchinango,76891,78966,78966,5931,222,7.3,78966,83680,85759,85759,7552,548,7.9,85759
21072,Huehuetla,13478,13846,13846,211,14,4,13846,13654,14006,14006,342,14,4.6,14006
21073,Huehuetlán el Chico,7366,7536,7536,197,9,5.6,7536,7700,7891,7891,233,14,6.1,7891
21074,Huejotzingo,50096,51522,51522,3209,89,7.8,51522,54949,56371,56371,4001,206,8.3,56371
21075,Hueyapan,9384,9653,9653,188,0,5.8,9653,10096,10397,10397,307,12,6.6,10397
21076,Hueytamalco,22569,23143,23143,347,11,5.2,23143,23406,23972,23972,591,16,5.8,23972
21077,Hueytlalpan,4045,4149,4149,20,1,3.7,4149,5008,5148,5148,41,5,4.5,5148
21078,Huitzilan de Serdán,10054,10372,10372,90,1,3.9,10372,11812,12163,12163,107,2,4.3,12163
21079,Huitziltepec,4124,4243,4243,121,1,6.8,4243,4630,4734,4734,153,10,7.4,4734
21080,Atlequizayan,2640,2715,2715,20,1,4.3,2715,2527,2591,2591,26,2,5,2591
21081,Ixcamilpa de Guerrero,3155,3240,3240,15,2,4.3,3240,3262,3330,3330,27,0,5.1,3330
21082,Ixcaquixtla,6388,6558,6558,568,26,7.4,6558,7070,7266,7266,718,45,7.9,7266
21083,Ixtacamaxtitlán,21752,22296,22296,134,5,5,22296,22047,22605,22605,224,22,5.7,22605
21084,Ixtepec,5709,5858,5858,74,1,4.1,5858,5924,6083,6083,127,2,4.7,6083
21085,Izúcar de Matamoros,60024,61581,61581,4169,215,7,61581,64120,65606,65606,5422,422,7.7,65606
21086,Jalpan,10485,10786,10786,166,1,5.3,10786,10999,11247,11247,143,6,6,11247
21087,Jolalpan,10225,10497,10497,49,3,4.4,10497,11049,11313,11313,64,3,5.1,11313
21088,Jonotla,4157,4248,4248,88,6,5.1,4248,4087,4188,4188,142,6,6,4188
21089,Jopala,10976,11298,11298,105,3,4.4,11298,11348,11625,11625,157,13,5,11625
21090,Juan C. Bonilla,12502,12913,12913,446,15,7,12913,15962,16375,16375,1058,60,8,16375
21091,Juan Galindo,8371,8525,8525,623,11,7.8,8525,9087,9246,9246,853,40,8.5,9246
21092,Juan N. Méndez,4308,4430,4430,30,0,4.5,4430,4565,4678,4678,67,5,5.2,4678
21093,Lafragua,6692,6884,6884,36,1,4.7,6884,6776,6952,6952,56,4,5.4,6952
21094,Libres,24023,24714,24714,1104,46,6.8,24714,27027,27782,27782,1465,87,7.4,27782
21095,La Magdalena Tlatlauquitepec,385,392,392,4,0,6.6,392,423,435,435,5,1,7.1,435
21096,Mazapiltepec de Juárez,2094,2143,2143,43,0,6.3,2143,2298,2353,2353,42,1,6.6,2353
21097,Mixtla,1878,1927,1927,80,3,7.5,1927,1961,2005,2005,119,2,8.3,2005
21098,Molcaxac,4985,5102,5102,92,6,5.6,5102,5447,5567,5567,121,7,6.4,5567
21099,Cañada Morelos,15097,15594,15594,138,7,4.9,15594,16410,16843,16843,172,2,5.4,16843
21100,Naupan,8405,8630,8630,45,4,4.7,8630,8476,8683,8683,41,3,5.3,8683
21101,Nauzontla,3050,3108,3108,23,1,5.1,3108,3232,3287,3287,71,1,5.9,3287
21102,Nealtican,8735,9047,9047,110,2,5.9,9047,10390,10685,10685,204,3,6.4,10685
21103,Nicolás Bravo,4640,4779,4779,50,1,5.4,4779,5165,5300,5300,97,8,5.9,5300
21104,Nopalucan,20451,21105,21105,334,6,6,21105,23345,24015,24015,547,21,6.6,24015
