Clave,Nombre,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos
20242,San Martín Peras,36,6,1,5,4,5,15,26,1,0,5,2,3,15,18,0,3,7,3,1,4,15,1,0,3,0,3,8,8,0,0,2,3,1,2,0,0,0,0,0,0,0
20243,San Martín Tilcajete,24,1,0,1,4,3,15,10,1,1,2,0,2,4,4,1,1,0,1,1,0,8,0,0,3,4,0,1,53,6,0,0,1,22,24,3,0,0,2,0,0,1
20244,San Martín Toxpalan,22,5,0,3,5,1,8,25,0,0,1,3,3,18,18,0,1,3,4,1,9,14,1,0,0,3,1,9,99,3,1,3,27,8,57,24,0,0,0,1,1,22
20245,San Martín Zacatepec,4,0,0,0,1,0,3,2,0,0,0,1,0,1,8,0,1,0,3,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20246,San Mateo Cajonos,9,1,0,2,1,0,5,3,1,0,0,1,0,1,4,1,0,0,0,0,3,6,1,0,0,1,0,4,15,3,0,0,0,6,6,0,0,0,0,0,0,0
20247,Capulálpam de Méndez,11,0,0,0,1,2,8,12,1,0,0,1,4,6,11,3,0,0,3,0,5,5,1,0,0,1,1,2,26,0,0,0,1,0,25,34,2,2,1,0,3,26
20248,San Mateo del Mar,15,0,1,3,3,1,7,8,0,2,2,2,2,0,12,1,3,1,2,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,14,0,0,0,0,0,14
20249,San Mateo Yoloxochitlán,10,1,0,3,0,1,5,2,0,0,1,0,0,1,12,0,0,1,2,4,5,18,2,0,0,4,1,11,12,0,0,0,8,0,4,0,0,0,0,0,0,0
20250,San Mateo Etlatongo,7,1,0,1,2,0,3,1,0,0,0,0,0,1,8,0,0,0,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251,San Mateo Nejápam,3,0,0,2,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20252,San Mateo Peñasco,16,6,0,1,2,2,5,2,0,0,0,0,0,2,7,0,0,0,5,0,2,3,0,1,1,1,0,0,38,0,0,0,0,2,36,12,0,0,0,0,4,8
20253,San Mateo Piñas,7,0,1,2,1,2,1,14,0,2,1,1,1,9,20,3,0,3,4,4,6,43,11,0,3,6,5,18,108,1,1,2,3,5,96,8,0,0,2,3,2,1
20254,San Mateo Río Hondo,24,3,1,2,3,4,11,36,6,1,1,4,6,18,39,5,2,3,6,2,21,15,3,1,5,0,2,4,19,6,0,0,4,0,9,32,13,1,1,0,1,16
20255,San Mateo Sindihui,4,0,1,1,1,0,1,4,0,0,0,0,0,4,4,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20256,San Mateo Tlapiltepec,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20257,San Melchor Betaza,5,0,1,0,0,2,2,8,0,1,0,4,0,3,ND,ND,ND,ND,ND,ND,ND,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20258,San Miguel Achiutla,4,0,0,1,0,1,2,3,0,1,2,0,0,0,3,0,1,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
20259,San Miguel Ahuehuetitlán,4,0,0,1,2,0,1,ND,ND,ND,ND,ND,ND,ND,4,1,0,1,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260,San Miguel Aloápam,9,2,0,3,3,0,1,7,2,0,0,1,1,3,14,1,0,2,4,2,5,5,0,0,0,0,0,5,35,0,0,2,7,0,26,63,11,0,0,22,1,29
20261,San Miguel Amatitlán,22,3,2,0,3,1,13,27,1,3,1,7,1,14,24,1,0,1,9,1,12,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0
20262,San Miguel Amatlán,1,1,0,0,0,0,0,3,0,0,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,0,0,0,0,1,15
20263,San Miguel Coatlán,10,1,1,1,4,0,3,7,0,0,0,0,0,7,12,2,0,2,2,0,6,10,1,0,3,2,0,4,12,1,0,2,2,0,7,4,2,0,0,0,0,2
20264,San Miguel Chicahua,5,0,2,0,0,0,3,5,1,0,1,2,1,0,6,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20265,San Miguel Chimalapa,23,2,3,2,7,1,8,11,2,0,0,2,0,7,12,1,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
20266,San Miguel del Puerto,31,3,0,6,9,5,8,34,1,0,4,6,8,15,41,5,1,3,5,11,16,48,6,1,4,9,15,13,33,1,0,1,7,19,5,18,0,0,1,9,5,3
20267,San Miguel del Río,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20268,San Miguel Ejutla,8,0,0,0,3,1,4,10,1,0,0,0,4,5,6,1,0,0,0,4,1,8,2,0,0,0,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20269,San Miguel el Grande,14,0,0,1,1,0,12,4,0,0,1,1,0,2,3,0,0,1,1,0,1,4,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20270,San Miguel Huautla,9,1,1,3,2,0,2,7,1,0,1,0,2,3,7,0,0,1,2,1,3,8,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20271,San Miguel Mixtepec,3,0,0,0,2,0,1,2,0,0,0,2,0,0,4,0,0,1,1,2,0,3,0,0,1,0,1,1,2,0,0,2,0,0,0,4,0,0,0,2,0,2
20272,San Miguel Panixtlahuaca,20,1,0,3,4,0,12,43,7,0,5,8,0,23,57,8,0,6,15,4,24,33,1,0,14,8,3,7,3,1,0,0,0,1,1,0,0,0,0,0,0,0
20273,San Miguel Peras,5,0,0,0,3,0,2,2,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20274,San Miguel Piedras,3,1,1,0,0,0,1,ND,ND,ND,ND,ND,ND,ND,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20275,San Miguel Quetzaltepec,47,9,1,3,4,8,22,6,0,1,2,0,0,3,9,1,0,5,2,0,1,4,2,0,0,1,1,0,7,0,0,1,4,0,2,7,1,1,0,3,1,1
20276,San Miguel Santa Flor,ND,ND,ND,ND,ND,ND,ND,5,1,1,0,0,1,2,2,0,1,0,1,0,0,4,0,1,0,2,0,1,4,1,0,0,0,2,1,4,0,0,0,0,2,2
20277,Villa Sola de Vega,149,15,4,19,18,18,75,143,9,2,21,19,11,81,103,17,5,13,21,10,37,120,15,6,14,23,31,31,200,23,3,12,47,21,94,347,18,4,8,30,76,211
20278,San Miguel Soyaltepec,114,9,8,17,12,15,53,101,7,4,8,20,11,51,106,8,2,15,20,18,43,203,23,3,13,36,62,66,117,5,1,5,25,35,46,173,21,0,10,19,61,62
20279,San Miguel Suchixtepec,3,2,0,0,1,0,0,11,1,0,3,0,3,4,19,3,1,0,1,8,6,8,1,0,0,0,2,5,4,0,0,0,0,0,4,1,0,0,0,0,1,0
20280,Villa Talea de Castro,25,3,0,2,0,4,16,1,0,0,1,0,0,0,16,2,0,5,2,0,7,4,1,0,0,0,1,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0
20281,San Miguel Tecomatlán,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20282,San Miguel Tenango,5,0,0,1,2,2,0,7,2,0,3,0,0,2,2,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20283,San Miguel Tequixtepec,2,0,0,0,0,0,2,5,0,2,1,1,0,1,6,0,2,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20284,San Miguel Tilquiápam,5,1,0,0,2,0,2,4,1,0,1,1,0,1,6,0,0,3,2,0,1,6,0,0,0,3,1,2,60,12,0,0,6,21,21,1,0,0,1,0,0,0
20285,San Miguel Tlacamama,14,0,0,1,2,3,8,14,1,1,2,5,2,3,16,1,1,1,2,5,6,7,0,0,0,4,1,2,4,0,0,0,3,0,1,0,0,0,0,0,0,0
20286,San Miguel Tlacotepec,11,1,0,4,2,1,3,12,1,1,1,4,1,4,13,2,0,1,2,3,5,13,0,0,1,2,4,6,0,0,0,0,0,0,0,2,0,0,2,0,0,0
20287,San Miguel Tulancingo,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20288,San Miguel Yotao,4,0,0,0,1,1,2,ND,ND,ND,ND,ND,ND,ND,4,0,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20289,San Nicolás,9,1,0,3,1,1,3,7,0,0,0,1,0,6,1,0,0,1,0,0,0,5,0,0,4,0,0,1,2,0,0,0,0,2,0,9,0,0,0,1,3,5
20290,San Nicolás Hidalgo,5,2,0,1,1,0,1,7,1,0,1,1,0,4,7,0,0,2,0,1,4,2,0,0,0,0,1,1,1,0,0,0,0,1,0,4,0,0,0,2,2,0
20291,San Pablo Coatlán,18,1,0,2,4,1,10,14,2,1,3,3,1,4,13,1,0,0,2,4,6,49,2,3,1,8,3,32,36,5,0,1,12,5,13,12,0,0,1,5,1,5
20292,San Pablo Cuatro Venados,8,0,1,0,0,0,7,ND,ND,ND,ND,ND,ND,ND,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,8,1,0,2,0,8
20293,San Pablo Etla,152,14,4,6,31,19,78,165,15,5,6,30,46,63,149,12,3,5,26,45,58,201,23,2,6,43,49,78,388,44,3,9,105,82,145,363,39,2,6,75,86,155
20294,San Pablo Huitzo,51,4,2,6,10,4,25,46,6,2,4,5,5,24,56,7,1,2,13,4,29,63,4,3,5,14,5,32,71,5,0,0,23,19,24,107,10,6,5,17,10,59
20295,San Pablo Huixtepec,85,4,4,9,9,10,49,88,6,1,3,20,8,50,52,2,0,2,10,11,27,73,7,1,3,21,15,26,106,12,1,5,14,36,38,115,9,3,1,35,20,47
20296,San Pablo Macuiltianguis,10,0,1,0,2,0,7,3,0,0,0,0,1,2,2,0,0,0,0,0,2,5,0,1,2,1,0,1,3,0,0,3,0,0,0,3,0,0,3,0,0,0
20297,San Pablo Tijaltepec,2,0,1,0,1,0,0,3,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
20298,San Pablo Villa de Mitla,73,3,2,2,14,11,41,75,5,3,3,15,7,42,99,9,5,5,16,17,47,71,11,0,1,9,12,38,133,5,4,2,24,28,70,62,13,1,1,12,20,15
20299,San Pablo Yaganiza,2,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,1,1,0,1,0,0,0,0
20300,San Pedro Amuzgos,42,4,6,4,4,2,22,33,1,0,3,4,4,21,39,3,1,5,3,9,18,8,0,0,0,2,2,4,4,0,0,0,1,2,1,7,0,0,0,0,4,3
20301,San Pedro Apóstol,14,1,0,0,4,1,8,4,1,0,0,2,1,0,9,5,0,1,1,2,0,9,2,1,0,1,2,3,9,0,0,0,0,0,9,6,0,0,2,0,2,2
20302,San Pedro Atoyac,6,0,0,2,2,0,2,13,0,1,2,0,1,9,8,1,0,0,3,0,4,12,1,1,1,5,0,4,13,1,0,1,2,0,9,0,0,0,0,0,0,0
20303,San Pedro Cajonos,5,0,1,1,0,0,3,2,0,0,0,0,1,1,ND,ND,ND,ND,ND,ND,ND,11,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20304,San Pedro Coxcaltepec Cántaros,4,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20305,San Pedro Comitancillo,15,4,0,0,0,0,11,18,3,0,3,1,4,7,10,0,1,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20306,San Pedro el Alto,7,0,1,1,2,0,3,4,0,0,0,0,1,3,5,0,0,1,1,1,2,11,0,0,5,4,1,1,3,0,0,0,3,0,0,2,0,1,0,0,0,1
20307,San Pedro Huamelula,56,5,2,4,15,7,23,45,2,2,1,10,8,22,25,2,0,2,4,4,13,69,8,4,2,16,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20308,San Pedro Huilotepec,2,0,0,0,1,0,1,37,2,1,0,4,8,22,18,2,0,0,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20309,San Pedro Ixcatlán,53,5,2,5,9,3,29,33,2,3,1,7,2,18,39,2,3,7,9,4,14,21,2,0,4,3,3,9,54,25,0,2,2,8,17,25,2,0,1,6,2,14
20310,San Pedro Ixtlahuaca,26,4,0,0,6,3,13,32,2,1,1,5,2,21,17,1,2,1,5,1,7,23,2,1,0,5,3,12,111,5,2,0,22,20,62,160,37,0,2,8,5,108
20311,San Pedro Jaltepetongo,2,0,1,0,0,0,1,3,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20312,San Pedro Jicayán,23,3,3,4,9,1,3,29,1,2,6,8,3,9,35,2,5,6,5,1,16,27,1,0,1,11,2,12,82,9,0,10,33,13,17,1,0,0,0,1,0,0
20313,San Pedro Jocotipac,10,1,0,0,2,0,7,6,0,0,0,0,3,3,1,0,0,1,0,0,0,6,0,0,0,2,1,3,8,2,1,0,1,2,2,0,0,0,0,0,0,0
20314,San Pedro Juchatengo,6,0,0,3,0,2,1,3,0,0,1,0,0,2,17,3,1,0,2,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,1,6
20315,San Pedro Mártir,20,1,0,0,6,1,12,9,2,0,0,3,0,4,2,0,0,0,0,1,1,1,0,0,0,1,0,0,4,0,0,0,1,2,1,1,0,0,0,0,1,0
20316,San Pedro Mártir Quiechapa,7,1,0,0,0,1,5,6,1,0,1,0,2,2,4,1,0,2,1,0,0,4,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20317,San Pedro Mártir Yucuxaco,4,1,0,1,2,0,0,6,0,0,1,2,1,2,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,6,0,2,0,0,0,4
20318,San Pedro Mixtepec -Dto. 22 -,1288,105,42,29,201,313,598,1202,133,38,17,187,298,529,520,61,29,18,105,128,179,946,106,27,25,172,360,256,669,71,23,22,133,207,213,633,65,9,14,131,185,229
20319,San Pedro Mixtepec -Dto. 26 -,1,0,0,0,0,1,0,1,0,0,0,0,0,1,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0,0
20320,San Pedro Molinos,5,0,0,0,4,0,1,5,1,0,0,1,1,2,3,1,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20321,San Pedro Nopala,2,0,0,2,0,0,0,3,0,0,0,0,1,2,ND,ND,ND,ND,ND,ND,ND,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20322,San Pedro Ocopetatillo,ND,ND,ND,ND,ND,ND,ND,1,0,0,0,0,0,1,8,3,0,0,0,2,3,1,0,1,0,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,0,0
20323,San Pedro Ocotepec,3,0,0,0,0,0,3,4,2,0,0,1,0,1,3,1,0,0,1,1,0,1,0,0,1,0,0,0,5,1,0,2,1,1,0,25,5,0,0,2,5,13
20324,San Pedro Pochutla,778,77,24,28,125,162,362,590,68,16,22,106,128,250,580,63,16,21,106,168,206,760,64,21,15,121,281,258,967,125,9,33,248,262,290,902,81,14,28,223,239,317
20325,San Pedro Quiatoni,21,1,1,5,2,0,12,7,0,0,1,1,1,4,21,3,2,1,4,3,8,11,0,1,3,1,0,6,38,4,0,1,1,16,16,3,0,0,2,0,0,1
20326,San Pedro Sochiápam,10,1,1,2,1,0,5,3,0,0,2,1,0,0,5,0,0,2,2,0,1,7,0,0,2,2,0,3,27,6,0,1,9,0,11,2,0,0,1,1,0,0
20327,San Pedro Tapanatepec,174,8,4,17,22,64,59,146,15,3,11,20,47,50,97,9,1,8,17,33,29,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0
20328,San Pedro Taviche,ND,ND,ND,ND,ND,ND,ND,2,0,0,0,0,0,2,3,0,1,1,1,0,0,1,0,0,0,0,0,1,5,0,0,0,1,0,4,0,0,0,0,0,0,0
20329,San Pedro Teozacoalco,ND,ND,ND,ND,ND,ND,ND,1,0,0,0,0,0,1,4,2,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20330,San Pedro Teutila,9,1,0,2,1,2,3,5,1,0,1,0,0,3,7,0,0,3,0,2,2,6,0,1,3,0,0,2,12,0,1,3,3,2,3,14,0,0,1,4,2,7
20331,San Pedro Tidaá,5,0,0,1,1,0,3,4,0,0,0,0,1,3,2,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20332,San Pedro Topiltepec,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,9,0,2,0,3,1,3,3,0,0,0,0,0,3,2,0,0,0,0,0,2,8,0,0,0,2,0,6
20333,San Pedro Totolápam,19,4,0,4,1,2,8,4,0,0,2,0,0,2,16,2,0,5,4,1,4,10,1,0,4,0,1,4,22,4,2,5,6,3,2,4,0,0,1,1,0,2
20334,Villa de Tututepec de Melchor Ocampo,335,23,25,26,54,42,165,268,30,16,13,50,50,109,217,24,19,23,33,42,76,246,21,4,19,45,65,92,209,16,6,22,32,57,76,84,3,1,4,26,15,35
20335,San Pedro Yaneri,5,0,1,1,0,0,3,7,2,0,0,3,2,0,4,0,0,1,2,0,1,4,0,1,1,1,0,1,5,0,0,1,3,0,1,5,1,0,0,2,0,2
20336,San Pedro Yólox,5,0,0,0,2,1,2,3,0,1,0,0,0,2,7,1,0,0,2,0,4,5,1,1,1,0,0,2,5,0,1,0,0,4,0,0,0,0,0,0,0,0
20337,San Pedro y San Pablo Ayutla,34,4,0,4,8,2,16,27,8,0,1,1,5,12,28,5,2,5,4,2,10,11,1,1,2,3,2,2,49,11,2,3,14,2,17,101,9,14,2,36,1,39
20338,Villa de Etla,354,37,12,8,59,47,191,262,38,5,8,64,41,106,293,46,13,11,67,67,89,391,69,16,20,97,90,99,966,116,21,17,226,188,398,807,96,24,27,207,127,326
20339,San Pedro y San Pablo Teposcolula,60,6,4,5,9,12,24,49,3,1,2,5,11,27,57,8,1,4,10,23,11,48,2,3,2,6,16,19,20,2,5,0,4,0,9,12,0,0,0,1,0,11
20340,San Pedro y San Pablo Tequixtepec,21,0,0,1,5,3,12,8,1,1,1,2,0,3,3,1,0,2,0,0,0,8,1,1,0,1,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20341,San Pedro Yucunama,ND,ND,ND,ND,ND,ND,ND,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20342,San Raymundo Jalpan,15,1,0,1,4,0,9,13,1,1,0,3,0,8,9,1,0,0,2,2,4,14,0,0,0,3,2,9,76,1,0,0,15,13,47,334,45,0,0,32,52,205
20343,San Sebastián Abasolo,5,0,0,1,0,1,3,9,1,0,0,0,2,6,6,0,0,0,1,4,1,5,0,0,1,2,0,2,26,0,0,0,0,1,25,3,0,0,0,3,0,0
20344,San Sebastián Coatlán,10,0,2,1,1,1,5,8,1,1,1,1,0,4,6,2,1,1,0,0,2,8,2,0,3,0,0,3,75,12,0,0,1,2,60,2,0,0,0,0,0,2
20345,San Sebastián Ixcapa,14,1,0,3,3,0,7,13,1,0,0,2,1,9,18,3,0,2,2,4,7,28,1,1,0,4,5,17,25,1,0,0,1,6,17,12,0,0,0,4,3,5
20346,San Sebastián Nicananduta,6,1,0,1,1,1,2,1,0,0,1,0,0,0,7,0,2,0,2,1,2,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20347,San Sebastián Río Hondo,14,0,1,2,2,7,2,5,0,0,0,1,1,3,4,0,0,1,2,1,0,8,0,0,3,4,0,1,17,0,0,0,8,2,7,16,0,0,1,0,0,15
20348,San Sebastián Tecomaxtlahuaca,36,1,3,6,9,2,15,31,2,1,1,4,4,19,32,2,1,6,8,7,8,30,3,2,4,3,13,5,0,0,0,0,0,0,0,43,0,0,1,0,0,42
20349,San Sebastián Teitipac,23,2,0,4,4,1,12,21,1,0,0,4,3,13,10,3,1,0,4,1,1,26,2,0,0,8,2,14,80,10,0,1,29,4,36,11,0,2,1,2,1,5
20350,San Sebastián Tutla,49,6,0,3,5,9,26,56,9,1,0,10,14,22,20,2,1,1,5,2,9,25,6,0,0,3,9,7,90,13,2,0,18,29,28,112,31,1,0,21,30,29
20351,San Simón Almolongas,10,1,0,1,1,1,6,8,0,0,1,0,1,6,18,2,0,4,1,2,9,10,1,1,1,1,0,6,5,0,0,0,0,1,4,34,12,0,1,2,9,10
20352,San Simón Zahuatlán,5,0,0,1,1,0,3,5,1,0,1,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20353,Santa Ana,2,0,0,1,0,0,1,4,0,0,1,0,0,3,2,0,0,0,1,0,1,4,0,0,0,2,2,0,38,10,0,0,14,1,13,0,0,0,0,0,0,0
20354,Santa Ana Ateixtlahuaca,1,0,0,1,0,0,0,ND,ND,ND,ND,ND,ND,ND,2,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20355,Santa Ana Cuauhtémoc,2,1,0,0,0,0,1,3,0,0,2,1,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
20356,Santa Ana del Valle,4,0,0,0,0,0,4,12,0,0,1,2,1,8,13,1,0,0,1,0,11,2,0,0,1,0,0,1,15,0,1,1,5,1,7,0,0,0,0,0,0,0
20357,Santa Ana Tavela,7,0,0,2,1,1,3,9,0,0,1,4,1,3,7,1,0,3,0,0,3,7,3,0,0,3,1,0,9,0,0,0,5,3,1,4,0,0,1,0,0,3
20358,Santa Ana Tlapacoyan,8,0,0,0,3,0,5,10,1,1,0,1,3,4,4,0,0,0,1,1,2,9,0,2,0,1,1,5,12,3,1,0,3,2,3,19,0,0,0,4,2,13
20359,Santa Ana Yareni,5,0,1,0,0,0,4,1,0,0,0,0,0,1,ND,ND,ND,ND,ND,ND,ND,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20360,Santa Ana Zegache,53,2,1,2,12,2,34,61,4,3,2,15,4,33,39,1,0,0,8,9,21,35,9,0,2,7,16,1,25,1,6,0,7,4,7,48,4,1,4,11,2,26
20361,Santa Catalina Quierí,1,0,0,0,0,1,0,3,0,0,1,0,0,2,4,0,0,1,1,0,2,2,0,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0
20362,Santa Catarina Cuixtla,3,0,0,1,1,1,0,10,1,0,0,0,3,6,14,0,0,0,2,2,10,7,1,0,0,1,2,3,3,0,0,0,0,3,0,21,0,0,1,2,14,4
20363,Santa Catarina Ixtepeji,16,3,0,4,2,0,7,4,0,0,1,0,0,3,18,3,0,4,2,3,6,8,0,0,2,3,0,3,10,4,0,0,4,1,1,8,1,0,2,1,3,1
20364,Santa Catarina Juquila,177,11,6,12,39,17,92,142,17,4,5,32,17,67,162,12,11,4,55,18,62,164,21,4,21,38,31,49,129,17,2,8,33,20,49,22,0,0,1,2,12,7
20365,Santa Catarina Lachatao,6,0,0,2,2,0,2,2,0,0,0,0,0,2,4,0,0,1,2,1,0,4,0,0,0,0,0,4,23,4,0,1,0,14,4,14,0,0,0,0,0,14
20366,Santa Catarina Loxicha,14,0,2,3,4,0,5,8,0,1,1,3,1,2,14,2,0,0,3,2,7,28,5,1,3,2,7,10,8,2,0,3,0,2,1,7,0,0,2,4,1,0
20367,Santa Catarina Mechoacán,4,1,0,1,0,0,2,4,0,0,2,2,0,0,9,1,0,2,5,0,1,2,0,0,2,0,0,0,7,1,0,0,2,2,2,21,5,0,0,4,1,11
20368,Santa Catarina Minas,14,2,0,0,2,0,10,15,1,0,0,4,3,7,5,0,0,1,4,0,0,6,0,0,1,2,0,3,4,0,0,0,2,2,0,21,0,5,1,5,0,10
20369,Santa Catarina Quiané,15,1,1,2,1,4,6,5,0,1,0,4,0,0,20,1,1,2,1,3,12,12,2,0,0,2,3,5,19,3,0,0,6,5,5,18,0,0,2,5,1,10
20370,Santa Catarina Tayata,4,0,2,0,1,1,0,5,1,0,2,0,0,2,4,0,2,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20371,Santa Catarina Ticuá,2,0,0,0,1,0,1,4,1,0,1,1,1,0,2,1,0,1,0,0,0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20372,Santa Catarina Yosonotú,8,1,1,0,3,0,3,4,0,0,1,0,0,3,3,0,0,0,1,1,1,3,0,0,0,0,0,3,12,4,0,0,4,0,4,0,0,0,0,0,0,0
20373,Santa Catarina Zapoquila,4,0,1,0,0,0,3,12,2,0,0,3,1,6,7,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20374,Santa Cruz Acatepec,16,0,1,3,5,0,7,5,1,0,0,2,2,0,18,0,1,1,1,8,7,16,1,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20375,Santa Cruz Amilpas,49,2,2,1,8,8,28,41,3,0,0,9,8,21,25,2,3,0,8,6,6,56,4,1,0,11,11,29,51,0,1,0,13,13,24,66,4,1,0,17,17,27
20376,Santa Cruz de Bravo,ND,ND,ND,ND,ND,ND,ND,2,0,0,1,0,0,1,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
